file_path,split,label,target_multiclass,snr,burst_id,t_start,t_end,dur_ms,z_peak,drop_b,n_act_burst,global_nf,global_ns,global_H_mean,global_p75_act,prob_ia,pseudo_label,is_pseudo
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,1,23.625142857142855,27.282285714285713,3.6571428571428584,29.280994580978874,2.9840121269226074,391.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,0.014799520373344421,1,True
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,2,35.328,36.205714285714286,0.8777142857142834,30.0,3.207742691040039,369.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,0.0476902537047863,0,True
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,3,46.518857142857144,47.83542857142857,1.3165714285714287,16.93270700718524,1.7256040573120117,113.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,0.021796828135848045,0,True
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,1,27.57485714285714,28.89142857142857,1.3165714285714287,30.0,2.6357126235961914,203.0,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,0.004715937655419111,0,True
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,2,44.032000000000004,44.544,0.5119999999999933,9.2457993160686,0.13319873809814453,143.5,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,0.020432714372873306,0,True
IQdata_sample10058_target4_snr12.pt,train,0,4,12,1,25.23428571428571,26.624,1.3897142857142875,27.520811620530644,0.30063533782958984,104.5,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,0.009059617295861244,0,False
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,1,4.388571428571428,8.557714285714287,4.169142857142859,30.0,0.8719320297241211,340.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.05608505755662918,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,2,13.312000000000001,14.336,1.0239999999999991,30.0,1.3137121200561523,82.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.032845158129930496,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,3,21.138285714285715,22.162285714285716,1.024000000000001,30.0,1.2838754653930664,79.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.032442864030599594,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,4,24.21028571428571,27.35542857142857,3.145142857142858,30.0,0.47051143646240234,128.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.015157732181251049,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,5,28.89142857142857,29.915428571428567,1.0239999999999974,30.0,0.9489927291870117,274.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.05489766225218773,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,6,36.717714285714294,37.66857142857143,0.9508571428571386,30.0,1.0529260635375977,241.5,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.04897097125649452,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,7,44.544,47.396571428571434,2.852571428571437,30.0,1.0979080200195312,403.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.012154112569987774,0,True
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,8,67.21828571428571,68.82742857142857,1.6091428571428565,14.729000227057927,0.22081375122070312,97.5,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,0.10721766203641891,0,True
IQdata_sample13134_target4_snr10.pt,train,0,4,10,1,73.14285714285715,74.45942857142857,1.3165714285714216,30.0,2.08614444732666,162.0,10.397499084472656,0.007160078430175781,10.373369216918945,140.0,0.002909047994762659,0,False
IQdata_sample12309_target4_snr-10.pt,train,0,4,-10,1,0.3657142857142857,4.461714285714285,4.095999999999999,30.0,4.0774922370910645,345.0,10.370948791503906,0.042311482429504395,10.231635093688965,229.0,0.007362764794379473,0,True
IQdata_sample12309_target4_snr-10.pt,train,0,4,-10,2,8.338285714285714,9.435428571428572,1.0971428571428579,30.0,2.853821277618408,355.0,10.370948791503906,0.042311482429504395,10.231635093688965,229.0,0.00899174902588129,0,True
IQdata_sample5966_target3_snr-14.pt,train,1,3,-14,1,0.0,0.8045714285714286,0.8045714285714286,4.797496998159158,0.11091995239257812,60.0,10.389791488647461,0.023120379638671872,10.324056625366211,212.0,0.03537728637456894,0,True
IQdata_sample5966_target3_snr-14.pt,train,1,3,-14,2,7.68,10.24,2.5600000000000005,17.158224832421293,0.39670467376708984,379.0,10.389791488647461,0.023120379638671872,10.324056625366211,212.0,0.004060480743646622,0,True
IQdata_sample5966_target3_snr-14.pt,train,1,3,-14,3,50.541714285714285,51.053714285714285,0.5120000000000005,5.961892764237457,0.13784122467041016,229.0,10.389791488647461,0.023120379638671872,10.324056625366211,212.0,0.03091249242424965,0,True
IQdata_sample5966_target3_snr-14.pt,train,1,3,-14,4,54.930285714285716,58.29485714285715,3.3645714285714305,30.0,0.7912988662719727,280.0,10.389791488647461,0.023120379638671872,10.324056625366211,212.0,0.04536823928356171,1,True
IQdata_sample5966_target3_snr-14.pt,train,1,3,-14,5,72.41142857142857,73.0697142857143,0.658285714285725,13.540385438643206,0.31305885314941406,194.0,10.389791488647461,0.023120379638671872,10.324056625366211,212.0,0.013956858776509762,0,True
IQdata_sample3635_target1_snr8.pt,train,1,1,8,1,3.8034285714285714,4.9005714285714275,1.097142857142856,30.0,3.0992746353149414,507.5,10.360239028930664,0.10255002536773682,10.0930757522583,400.0,0.978080153465271,1,False
IQdata_sample3635_target1_snr8.pt,train,1,1,8,2,16.384,17.55428571428571,1.1702857142857113,30.0,3.1567163467407227,443.0,10.360239028930664,0.10255002536773682,10.0930757522583,400.0,0.9882298707962036,1,False
IQdata_sample3635_target1_snr8.pt,train,1,1,8,3,35.25485714285714,36.352000000000004,1.0971428571428632,30.0,3.17581844329834,437.0,10.360239028930664,0.10255002536773682,10.0930757522583,400.0,0.9722244143486023,1,False
IQdata_sample3635_target1_snr8.pt,train,1,1,8,4,66.048,66.92571428571428,0.8777142857142763,29.520685870648943,3.0273470878601074,99.0,10.360239028930664,0.10255002536773682,10.0930757522583,400.0,0.27054980397224426,1,False
IQdata_sample3635_target1_snr8.pt,train,1,1,8,5,73.0697142857143,74.16685714285714,1.0971428571428419,30.0,3.1494855880737305,420.0,10.360239028930664,0.10255002536773682,10.0930757522583,400.0,0.9926638603210449,1,False
IQdata_sample7181_target5_snr28.pt,train,1,5,28,1,39.49714285714286,48.93257142857143,9.435428571428567,30.0,8.692328453063965,389.0,10.39576530456543,0.008467952156066895,9.623580932617188,249.0,0.9086074829101562,1,False
IQdata_sample6598_target5_snr-20.pt,train,1,5,-20,1,19.529142857142855,20.479999999999997,0.9508571428571422,30.0,0.5709648132324219,111.5,10.394590377807617,0.008426948547363282,10.358131408691406,131.0,0.01149478554725647,1,True
IQdata_sample6598_target5_snr-20.pt,train,1,5,-20,2,32.548571428571435,33.353142857142856,0.8045714285714212,6.320747894504841,0.053264617919921875,115.0,10.394590377807617,0.008426948547363282,10.358131408691406,131.0,0.013301176019012928,1,True
IQdata_sample11248_target4_snr8.pt,train,0,4,8,1,33.20685714285714,36.059428571428576,2.852571428571437,24.18516027156702,0.1964550018310547,427.0,10.395910263061523,0.008122956275939942,10.38192081451416,139.0,0.004965676460415125,0,False
IQdata_sample3391_target1_snr28.pt,train,1,1,28,1,14.11657142857143,15.213714285714287,1.0971428571428579,30.0,3.323334217071533,474.0,10.344504356384277,0.10224037742614746,10.132847785949707,477.0,0.9753633737564087,1,False
IQdata_sample3033_target1_snr4.pt,train,1,1,4,1,6.7291428571428575,8.192,1.4628571428571426,30.0,1.672429084777832,145.0,10.398900032043457,0.007698781013488769,10.343914985656738,137.0,0.9818047881126404,1,False
IQdata_sample3033_target1_snr4.pt,train,1,1,4,2,44.544,46.00685714285715,1.4628571428571533,30.0,1.6355276107788086,142.0,10.398900032043457,0.007698781013488769,10.343914985656738,137.0,0.9760339856147766,1,False
IQdata_sample3033_target1_snr4.pt,train,1,1,4,3,57.12457142857143,58.587428571428575,1.4628571428571462,30.0,1.7397775650024414,145.0,10.398900032043457,0.007698781013488769,10.343914985656738,137.0,0.9810891151428223,1,False
