file_path,split,label,target_multiclass,snr,burst_id,t_start,t_end,t_center,dur_ms,z_peak,drop_b,n_act_burst,global_nf,global_ns,global_H_mean,global_p75_act,is_dummy
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,1,15.213714285714287,16.018285714285714,15.616,0.8045714285714265,5.3452896659457325,0.5447359085083008,401.5,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,False
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,2,22.381714285714285,27.35542857142857,24.86857142857143,4.9737142857142835,29.280994580978874,2.9840121269226074,371.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,False
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,3,35.181714285714285,36.352000000000004,35.76685714285715,1.1702857142857184,30.0,3.207742691040039,369.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,False
IQdata_sample6566_target5_snr-20.pt,train,1,5,-20,4,46.29942857142858,47.908571428571435,47.104000000000006,1.6091428571428565,16.93270700718524,1.7256040573120117,116.0,10.347211837768555,0.10190952072143554,10.144526481628418,371.0,False
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,1,24.429714285714283,24.941714285714287,24.685714285714283,0.512000000000004,4.128235592355283,0.05947303771972656,239.0,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,False
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,2,27.428571428571427,29.988571428571426,28.708571428571425,2.5599999999999987,30.0,2.6357126235961914,150.5,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,False
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,3,31.085714285714285,31.52457142857143,31.305142857142858,0.4388571428571453,4.431157340705525,0.06383705139160156,236.0,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,False
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,4,35.03542857142857,35.62057142857143,35.328,0.5851428571428627,5.217721198637687,0.07516860961914062,175.0,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,False
IQdata_sample14487_target4_snr-4.pt,train,0,4,-4,5,42.861714285714285,44.61714285714286,43.739428571428576,1.755428571428574,9.2457993160686,0.13319873809814453,133.5,10.389995574951172,0.0144064058303833,10.35594654083252,141.0,False
IQdata_sample10058_target4_snr12.pt,train,0,4,12,1,25.088,26.697142857142858,25.89257142857143,1.6091428571428565,27.520811620530644,0.30063533782958984,106.0,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,False
IQdata_sample10058_target4_snr12.pt,train,0,4,12,2,31.15885714285714,31.963428571428572,31.561142857142855,0.8045714285714318,9.699100207237473,0.10595226287841797,104.0,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,False
IQdata_sample10058_target4_snr12.pt,train,0,4,12,3,33.20685714285714,35.40114285714286,34.304,2.1942857142857193,18.539154464113405,0.20252037048339844,142.0,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,False
IQdata_sample10058_target4_snr12.pt,train,0,4,12,4,36.352000000000004,36.93714285714285,36.644571428571425,0.5851428571428485,5.1799423189788225,0.05658531188964844,118.0,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,False
IQdata_sample10058_target4_snr12.pt,train,0,4,12,5,74.24,74.89828571428572,74.56914285714285,0.658285714285725,15.384517734813178,0.1680593490600586,192.5,10.393964767456055,0.010923926925659178,10.33375358581543,127.0,False
IQdata_sample15880_target4_snr26.pt,train,0,4,26,1,13.677714285714286,15.798857142857143,14.738285714285714,2.121142857142857,4.073667803422194,0.028493881225585938,127.5,10.39844036102295,0.006994650077819824,10.390077590942383,138.0,False
IQdata_sample15880_target4_snr26.pt,train,0,4,26,2,18.724571428571426,20.69942857142857,19.711999999999996,1.974857142857143,4.2093294763723605,0.029442787170410156,132.0,10.39844036102295,0.006994650077819824,10.390077590942383,138.0,False
IQdata_sample15880_target4_snr26.pt,train,0,4,26,3,62.02514285714286,62.53714285714286,62.28114285714286,0.5120000000000005,4.056488536294836,0.02837371826171875,126.5,10.39844036102295,0.006994650077819824,10.390077590942383,138.0,False
IQdata_sample9658_target4_snr-18.pt,train,0,4,-18,1,4.242285714285714,8.704,6.473142857142857,4.461714285714287,30.0,0.8719320297241211,340.0,10.372164726257324,0.014991767692565917,10.240715980529785,257.0,False
